User Pseudo Id,Cohort,Test Group,Playtime
2808,D0,0,4.302819
2809,D0,0,22.835876
2810,D0,0,7.171365
2811,D0,1,10.461756
2812,D0,0,4.134081
2813,D0,0,10.68674
2814,D0,1,105.686234
2815,D0,0,42.128254
2816,D0,0,5.427739
2817,D0,0,7.930686
2818,D0,0,150.795526
2819,D0,0,3.431006
2820,D0,0,65.52659
2821,D0,0,8.661884
2822,D0,1,68.001414
2823,D0,1,15.552019
2824,D0,0,222.537299
2825,D0,0,1.912364
2826,D0,1,7.227611
2827,D0,1,30.513455
2828,D0,1,10.771109
2829,D0,0,53.377454
2830,D0,0,9.758681
2831,D0,0,0.196861
2832,D0,0,74.469704
2833,D0,1,2.8123
2834,D0,0,5.06214
2835,D0,1,99.892896
2836,D0,0,10.039911
2837,D0,0,35.941194
2838,D0,0,9.786804
2839,D0,0,88.531204
2840,D0,0,4.443434
2841,D0,1,47.893469
2842,D0,1,133.949849
2843,D0,0,121.856959
2844,D0,1,4.555926
2845,D0,0,0.618706
2846,D0,0,6.805766
2847,D0,0,45.053046
2848,D0,0,70.813714
2849,D0,1,4.78091
2850,D0,0,11.896029
2851,D0,1,5.202755
2852,D0,1,7.649456
2853,D0,1,6.805766
2854,D0,1,29.52915
2855,D0,1,2.587316
2856,D0,0,42.1845
2857,D0,0,10.180526
2858,D0,1,7.396349
2859,D0,1,87.546899
2860,D0,0,181.730826
2861,D0,1,22.582769
2862,D0,0,1.771749
2863,D0,1,27.054326
2864,D0,1,155.463944
2865,D0,1,55.346064
2866,D0,0,2.193594
2867,D0,1,2.671685
2868,D0,0,10.96797
2869,D0,1,17.351891
2870,D0,1,9.56182
2871,D0,0,73.1198
2872,D0,1,21.429726
2873,D0,1,3.571621
2874,D0,1,16.676939
2875,D0,1,15.270789
2876,D0,0,1.181166
2877,D0,0,8.99936
2878,D0,0,6.383921
2879,D0,1,40.131521
2880,D0,1,43.112559
2881,D0,1,8.15567
2882,D0,1,4.837156
2883,D0,1,7.31198
2884,D0,1,72.051126
2885,D0,1,186.258629
2886,D0,1,159.373041
2887,D0,1,35.294365
2888,D0,0,5.118386
2889,D0,0,218.318849
2890,D0,1,3.234145
2891,D0,1,16.817554
2892,D0,1,12.430366
2893,D0,1,7.59321
2894,D0,0,2.587316
2895,D0,1,5.708969
2896,D0,1,5.202755
2897,D0,1,27.054326
2898,D0,0,2.446701
2899,D0,0,10.883601
2900,D0,0,108.695395
2901,D0,0,7.677579
2902,D0,1,80.937994
2903,D0,1,4.724664
2904,D0,1,52.87124
2905,D0,1,80.234919
2906,D0,1,61.8706
2907,D0,0,44.912431
2908,D0,1,51.324475
2909,D0,1,0.84369
2910,D0,1,1.265535
2911,D0,0,17.43626
2912,D0,1,21.232865
2913,D0,1,77.05702
2914,D0,0,7.818194
2915,D0,0,54.699235
2916,D0,0,4.696541
2917,D0,1,29.191674
2918,D0,1,22.723384
2919,D0,1,1.040551
2920,D0,1,160.58233
2921,D0,1,3.459129
2922,D0,0,0.56246
2923,D0,0,16.648816
2924,D0,0,26.379374
2925,D0,0,32.003974
2926,D0,1,0.140615
2927,D0,1,12.93658
2928,D0,0,51.46509
2929,D0,1,12.458489
2930,D0,0,241.379709
2931,D0,1,35.069381
2932,D0,0,73.541645
2933,D0,0,5.146509
2934,D0,0,60.886295
2935,D0,0,17.576875
2936,D0,0,49.862079
2937,D0,1,6.383921
2938,D0,0,79.363106
2939,D0,1,70.3075
2940,D0,0,2.334209
2941,D0,1,4.302819
2942,D0,0,128.747094
2943,D0,0,12.37412
2944,D0,1,2.165471
2945,D0,1,48.990266
2946,D0,1,0.984305
2947,D0,1,107.626721
2948,D0,1,6.327675
2949,D0,0,60.323835
2950,D0,0,84.031524
2951,D0,1,6.102691
2952,D0,0,20.389175
2953,D0,0,26.857465
2954,D0,1,9.646189
2955,D0,1,6.665151
2956,D0,1,5.259001
2957,D0,0,0.646829
2958,D0,1,77.000774
2959,D0,0,141.261829
2960,D0,1,37.881681
2961,D0,0,1.462396
2962,D0,1,68.282644
2963,D0,1,0
2964,D0,0,0.196861
2965,D0,1,1.490519
2966,D0,0,0.984305
2967,D0,0,55.767909
2968,D0,0,14.145869
2969,D0,1,124.950489
2970,D0,0,58.917685
2971,D0,1,127.031591
2972,D0,1,2.024856
2973,D0,0,90.893536
2974,D0,0,66.145296
2975,D0,0,40.49712
2976,D0,1,10.96797
2977,D0,1,31.582129
2978,D0,0,43.30942
2979,D0,1,6.805766
2980,D0,0,38.444141
2981,D0,0,89.487386
2982,D0,1,28.882321
2983,D0,1,4.921525
2984,D0,1,4.555926
2985,D0,0,39.878414
2986,D0,0,84.228385
2987,D0,1,26.238759
2988,D0,1,19.882961
2989,D0,1,28.263615
2990,D0,0,51.324475
2991,D0,0,4.584049
2992,D0,1,34.928766
2993,D0,1,219.021924
2994,D0,1,80.656764
2995,D0,1,2.334209
2996,D0,0,85.578289
2997,D0,1,30.879054
2998,D0,0,18.223704
2999,D0,0,2.8123
3000,D0,1,8.914991
3001,D0,0,27.082449
3002,D0,1,71.854265
3003,D0,1,41.34081
3004,D0,0,4.134081
3005,D0,1,13.133441
3006,D0,0,3.712236
3007,D0,1,150.795526
3008,D0,1,3.431006
3009,D0,1,1.68738
3010,D0,1,82.40039
3011,D0,0,12.008521
3012,D0,0,17.098784
3013,D0,1,2.109225
3014,D0,0,19.12364
3015,D0,0,1.603011
3016,D0,1,4.443434
3017,D0,1,0.084369
3018,D0,0,33.325755
3019,D0,1,13.864639
3020,D0,1,72.782324
3021,D0,1,31.919605
3022,D0,0,8.071301
3023,D0,1,17.15503
3024,D0,0,26.43562
3025,D0,0,5.821461
3026,D0,1,28.066754
3027,D0,1,1.96861
3028,D0,1,12.458489
3029,D0,0,40.075275
3030,D0,1,0
3031,D0,1,10.771109
3032,D0,1,16.367586
3033,D0,0,27.898016
3034,D0,0,4.359065
3035,D0,0,2.587316
3036,D0,0,5.427739
3037,D0,0,25.254454
3038,D0,0,3.09353
3039,D0,1,62.43306
3040,D0,1,8.211916
3041,D0,1,19.067394
3042,D0,0,53.771176
3043,D0,1,5.90583
3044,D0,1,88.109359
3045,D0,0,5.146509
3046,D0,1,4.865279
3047,D0,0,7.59321
3048,D0,0,11.333569
3049,D0,0,8.802499
3050,D0,1,3.599744
3051,D0,0,2.671685
3052,D0,1,56.246
3053,D0,0,66.848371
3054,D0,0,2.756054
3055,D0,1,2.952915
3056,D0,0,8.071301
3057,D0,1,7.452595
3058,D0,0,61.505001
3059,D0,1,225.743321
3060,D0,0,39.3722
3061,D0,1,3.234145
3062,D0,0,6.327675
3063,D0,1,3.599744
3064,D0,1,57.595904
3065,D0,0,3.09353
3066,D0,0,29.52915
3067,D0,1,115.58553
3068,D0,0,40.21589
3069,D0,0,0.140615
3070,D0,0,19.40487
3071,D0,0,54.221144
3072,D0,0,44.771816
3073,D0,1,17.99872
3074,D0,1,41.847024
3075,D0,1,14.286484
3076,D0,1,33.325755
3077,D0,1,30.738439
3078,D0,0,7.03075
3079,D0,1,9.56182
3080,D0,0,17.99872
3081,D0,0,81.753561
3082,D0,1,52.646256
3083,D0,0,25.732545
3084,D0,0,73.485399
3085,D0,0,17.858105
3086,D0,0,93.08713
3087,D0,1,1.96861
3088,D0,1,8.802499
3089,D0,1,3.65599
3090,D0,1,6.833889
3091,D0,1,14.398976
3092,D0,1,184.571249
3093,D0,1,28.769829
3094,D0,1,21.09225
3095,D0,1,15.833249
3096,D0,0,94.49328
3097,D0,0,17.070661
3098,D0,1,109.735946
3099,D0,0,37.066114
3100,D0,0,11.755414
3101,D0,0,81.894176
3102,D0,1,6.383921
3103,D0,0,29.332289
3104,D0,1,3.599744
3105,D0,0,1.181166
3106,D0,1,55.599171
3107,D0,0,24.045165
3108,D0,1,93.312114
3109,D0,0,6.130814
3110,D0,1,96.939981
3111,D0,1,48.230945
3112,D0,0,6.130814
3113,D0,0,83.047219
3114,D0,0,47.24664
3115,D0,0,47.865346
3116,D0,1,6.046445
3117,D0,1,33.128894
3118,D0,0,26.013775
3119,D0,1,13.274056
3120,D0,1,76.297699
3121,D0,1,26.491866
3122,D0,0,34.59129
3123,D0,1,12.570981
3124,D0,0,9.196221
3125,D0,1,3.177899
3126,D0,0,4.49968
3127,D0,1,44.293725
3128,D0,0,73.766629
3129,D0,1,3.149776
3130,D0,0,88.728065
3131,D0,0,152.089184
3132,D0,1,22.723384
3133,D0,0,5.34337
3134,D0,1,26.773096
3135,D0,1,2.109225
3136,D0,0,33.888215
3137,D0,1,16.03011
3138,D0,0,8.858745
3139,D0,1,33.100771
3140,D0,1,41.565794
3141,D0,0,13.133441
3142,D0,0,1.40615
3143,D0,1,20.389175
3144,D0,1,72.501094
3145,D0,0,36.616146
3146,D0,0,2.868546
3147,D0,1,23.285844
3148,D0,1,174.700076
3149,D0,0,22.442154
3150,D0,0,22.835876
3151,D0,0,20.304806
3152,D0,0,142.386749
3153,D0,1,11.333569
3154,D0,0,14.961436
3155,D0,1,59.0583
3156,D0,1,6.327675
3157,D0,1,10.546125
3158,D0,1,7.536964
3159,D0,0,16.536324
3160,D0,1,0
3161,D0,0,24.382641
3162,D0,1,186.511736
3163,D0,0,42.690714
3164,D0,0,2.868546
3165,D0,1,88.362466
3166,D0,0,17.633121
3167,D0,0,3.740359
3168,D0,1,57.93338
3169,D0,0,2.615439
3170,D0,1,111.704556
3171,D0,1,1.96861
3172,D0,0,4.274696
3173,D0,0,119.747734
3174,D0,0,82.11916
3175,D0,1,6.833889
3176,D0,1,32.566434
3177,D0,1,11.727291
3178,D0,0,28.910444
3179,D0,0,14.258361
3180,D0,1,31.075915
3181,D0,1,8.774376
3182,D0,1,12.711596
3183,D0,0,20.895389
3184,D0,0,12.09289
3185,D0,0,27.27931
3186,D0,1,36.419285
3187,D0,0,117.329156
3188,D0,1,34.675659
3189,D0,0,59.536391
3190,D0,1,34.169445
3191,D0,1,26.070021
3192,D0,1,65.892189
3193,D0,0,10.827355
3194,D0,0,12.233505
3195,D0,0,48.09033
3196,D0,0,5.849584
3197,D0,1,1.771749
3198,D0,0,41.284564
3199,D0,0,6.665151
3200,D0,0,17.942474
3201,D0,0,13.133441
3202,D0,0,13.639655
3203,D0,1,39.428446
3204,D0,1,2.052979
3205,D0,1,60.46445
3206,D0,0,45.193661
3207,D0,1,15.327035
3208,D0,1,27.926139
3209,D0,1,34.366306
3210,D0,0,25.085716
3211,D0,0,3.037284
3212,D0,1,7.255734
3213,D0,0,6.665151
3214,D0,1,41.256441
3215,D0,1,3.431006
3216,D0,0,3.037284
3217,D0,1,22.442154
3218,D0,0,47.021656
3219,D0,1,29.24792
3220,D0,0,70.785591
3221,D0,1,1.546765
3222,D0,1,53.799299
3223,D0,1,139.546326
3224,D0,0,49.862079
3225,D0,0,29.107305
3226,D0,0,43.956249
3227,D0,0,20.24856
3228,D0,1,90.499814
3229,D0,0,86.675086
3230,D0,1,13.583409
3231,D0,0,11.2492
3232,D0,1,0
3233,D0,0,8.71813
3234,D0,0,92.721531
3235,D0,0,14.427099
3236,D0,1,43.956249
3237,D0,1,2.615439
3238,D0,1,46.206089
3239,D0,1,1.546765
3240,D0,0,21.036004
3241,D0,0,15.889495
3242,D0,1,23.06086
3243,D0,0,5.146509
3244,D0,1,75.08841
3245,D0,0,22.77963
3246,D0,1,75.144656
3247,D0,0,72.219864
3248,D0,0,4.077835
3249,D0,1,0.618706
3250,D0,1,1.912364
3251,D0,1,85.297059
3252,D0,1,5.765215
3253,D0,0,5.708969
3254,D0,0,5.990199
3255,D0,1,28.460476
3256,D0,0,24.101411
3257,D0,1,2.306086
3258,D0,1,16.114479
3259,D0,0,93.593344
3260,D0,0,15.945741
3261,D0,0,102.592704
3262,D0,1,79.644336
3263,D0,0,78.547539
3264,D0,1,2.193594
3265,D0,1,17.576875
3266,D0,1,7.03075
3267,D0,1,8.914991
3268,D0,1,62.208076
3269,D0,0,4.415311
3270,D0,0,39.006601
3271,D0,0,101.720891
3272,D0,0,49.862079
3273,D0,0,54.333636
3274,D0,0,32.763295
3275,D0,0,138.449529
3276,D0,0,20.304806
3277,D0,0,51.886935
3278,D0,1,1.12492
3279,D0,0,4.077835
3280,D0,0,25.929406
3281,D0,1,77.985079
3282,D0,1,22.723384
3283,D0,0,33.241386
3284,D0,0,33.100771
3285,D0,0,7.536964
3286,D0,1,32.144589
3287,D0,1,7.59321
3288,D0,1,25.732545
3289,D0,0,6.327675
3290,D0,1,80.853625
3291,D0,1,30.738439
3292,D0,1,60.942541
3293,D0,0,78.041325
3294,D0,1,1.603011
3295,D0,1,5.821461
3296,D0,1,14.90519
3297,D0,0,29.726011
3298,D0,0,4.555926
3299,D0,0,20.52979
3300,D0,0,4.162204
3301,D0,1,36.5599
3302,D0,0,84.144016
3303,D0,1,11.81166
3304,D0,0,2.756054
3305,D0,0,92.440301
3306,D0,1,9.505574
3307,D0,0,40.356505
3308,D0,0,10.321141
3309,D0,0,5.708969
3310,D0,0,6.890135
3311,D0,1,2.587316
3312,D0,1,107.486106
3313,D0,1,30.457209
3314,D0,0,27.898016
3315,D0,0,38.80974
3316,D0,1,21.710956
3317,D0,0,13.21781
3318,D0,1,24.691994
3319,D0,1,46.599811
3320,D0,0,1.068674
3321,D0,1,5.90583
3322,D0,0,31.075915
3323,D0,1,22.076555
3324,D0,0,3.993466
3325,D0,1,6.665151
3326,D0,1,3.459129
3327,D0,1,2.109225
3328,D0,0,62.573675
3329,D0,1,3.09353
3330,D0,0,34.647536
3331,D0,1,9.421205
3332,D0,1,32.62268
3333,D0,0,8.943114
3334,D0,0,7.03075
3335,D0,1,7.255734
3336,D0,0,9.786804
3337,D0,0,27.082449
3338,D0,0,23.960796
3339,D0,0,13.077195
3340,D0,0,9.139975
3341,D0,0,0
3342,D0,1,15.523896
3343,D0,0,0.928059
3344,D0,0,93.987066
3345,D0,1,10.40551
3346,D0,0,93.593344
3347,D0,1,14.680206
3348,D0,1,61.02691
3349,D0,1,17.773736
3350,D0,0,8.521269
3351,D0,0,46.627934
3352,D0,0,101.664645
3353,D0,1,9.702435
3354,D0,0,60.886295
3355,D0,1,72.27611
3356,D0,1,158.473105
3357,D0,0,5.990199
3358,D0,0,1.603011
3359,D0,1,6.412044
3360,D0,0,48.737159
3361,D0,1,43.506281
3362,D0,0,4.977771
3363,D0,1,5.990199
3364,D0,0,2.24984
3365,D0,1,8.914991
3366,D0,0,5.427739
3367,D0,1,1.68738
3368,D0,1,2.53107
3369,D0,0,35.238119
3370,D0,1,4.724664
3371,D0,0,108.83601
3372,D0,0,0
3373,D0,1,20.951635
3374,D0,0,225.490214
3375,D0,1,1.321781
3376,D0,1,4.274696
3377,D0,0,157.432554
3378,D0,0,6.552659
3379,D0,1,3.515375
3380,D0,1,12.711596
3381,D0,0,34.506921
3382,D0,0,11.192954
3383,D0,0,50.986999
3384,D0,0,7.368226
3385,D0,0,10.546125
3386,D0,0,3.459129
3387,D0,0,34.59129
3388,D0,0,51.971304
3389,D0,1,4.724664
3390,D0,1,5.399616
3391,D0,0,19.12364
3392,D0,1,28.910444
3393,D0,1,44.631201
3394,D0,0,5.06214
3395,D0,1,15.130174
3396,D0,1,22.21717
3397,D0,1,13.724024
3398,D0,0,98.514869
3399,D0,1,88.446835
3400,D0,1,18.054966
3401,D0,1,115.107439
3402,D0,1,0
3403,D0,0,7.677579
3404,D0,0,15.045805
3405,D0,1,4.302819
3406,D0,1,6.805766
3407,D0,0,69.660671
3408,D0,0,40.918965
3409,D0,0,17.098784
3410,D0,1,3.290391
3411,D0,1,2.306086
3412,D0,1,38.24728
3413,D0,1,16.367586
3414,D0,0,37.96605
3415,D0,0,40.21589
3416,D0,0,158.107506
3417,D0,1,28.769829
3418,D0,1,19.96733
3419,D0,0,75.847731
3420,D0,1,82.765989
3421,D0,1,31.272776
3422,D0,0,38.444141
3423,D0,0,3.515375
3424,D0,1,23.567074
3425,D0,0,4.696541
3426,D0,0,12.880334
3427,D0,1,9.84305
3428,D0,1,8.633761
3429,D0,1,5.399616
3430,D0,1,17.492506
3431,D0,1,3.515375
3432,D0,1,3.431006
3433,D0,0,178.665419
3434,D0,0,36.616146
3435,D0,0,3.009161
3436,D0,1,4.640295
3437,D0,0,4.162204
3438,D0,0,28.488599
3439,D0,1,27.419925
3440,D0,0,26.773096
3441,D0,0,29.669765
3442,D0,1,7.396349
3443,D0,1,8.015055
3444,D0,0,36.700515
3445,D0,0,192.783165
3446,D0,0,66.032804
3447,D0,1,11.952275
3448,D0,1,8.802499
3449,D0,1,25.366946
3450,D0,0,17.801859
3451,D0,1,70.504361
3452,D0,1,13.49904
3453,D0,1,1.321781
3454,D0,0,3.993466
3455,D0,0,185.133709
3456,D0,1,67.298339
3457,D0,0,3.009161
3458,D0,1,127.172206
3459,D0,1,28.96669
3460,D0,0,36.84113
3461,D0,0,92.384055
3462,D0,0,47.049779
3463,D0,1,83.103465
3464,D0,1,2.446701
3465,D0,0,8.240039
3466,D0,1,4.584049
3467,D0,0,1.912364
3468,D0,1,115.782391
3469,D0,0,29.52915
3470,D0,1,5.708969
3471,D0,0,38.472264
3472,D0,0,15.102051
3473,D0,1,27.335556
3474,D0,1,14.820821
3475,D0,1,189.408405
3476,D0,1,5.708969
3477,D0,0,161.70725
3478,D0,0,25.226331
3479,D0,0,0
3480,D0,0,11.305446
3481,D0,1,39.850291
3482,D0,1,9.927419
3483,D0,0,0.140615
3484,D0,0,21.570341
3485,D0,0,113.420059
3486,D0,1,23.257721
3487,D0,0,194.32993
3488,D0,1,59.90199
3489,D0,1,75.847731
3490,D0,1,11.474184
3491,D0,0,1.771749
3492,D0,1,8.296285
3493,D0,1,66.032804
3494,D0,1,10.461756
3495,D0,1,2.727931
3496,D0,0,9.758681
3497,D0,1,3.431006
3498,D0,1,5.680846
3499,D0,1,117.413525
3500,D0,1,8.661884
3501,D0,0,1.884241
3502,D0,0,159.091811
3503,D0,0,128.325249
3504,D0,0,7.255734
3505,D0,1,28.910444
3506,D0,1,27.898016
3507,D0,0,11.389815
3508,D0,1,3.234145
3509,D0,1,74.441581
3510,D0,0,4.921525
3511,D0,0,11.108585
3512,D0,0,4.443434
3513,D0,1,35.238119
3514,D0,1,0
3515,D0,1,37.68482
3516,D0,0,10.349264
3517,D0,0,15.552019
3518,D0,0,51.324475
3519,D0,1,32.819541
3520,D0,0,43.534404
3521,D0,1,4.274696
3522,D0,0,14.539591
3523,D0,0,26.491866
3524,D0,1,46.909164
3525,D0,1,42.971944
3526,D0,0,73.344784
3527,D0,1,1.743626
3528,D0,0,2.474824
3529,D0,0,140.89623
3530,D0,0,14.117746
3531,D0,0,4.415311
3532,D0,1,81.050486
3533,D0,1,17.070661
3534,D0,0,18.476811
3535,D0,1,2.193594
3536,D0,0,17.773736
3537,D0,1,10.630494
3538,D0,1,56.161631
3539,D0,0,27.419925
3540,D0,1,9.336836
3541,D0,1,8.15567
3542,D0,0,6.130814
3543,D0,1,2.8123
3544,D0,0,0.421845
3545,D0,0,3.93722
3546,D0,0,26.013775
3547,D0,0,7.452595
3548,D0,1,5.680846
3549,D0,1,2.8123
3550,D0,0,77.535111
3551,D0,0,9.758681
3552,D0,1,0
3553,D0,0,11.727291
3554,D0,0,3.740359
3555,D0,0,35.575595
3556,D0,0,12.65535
3557,D0,0,22.357785
3558,D0,1,184.627495
3559,D0,0,1.546765
3560,D0,1,11.614799
3561,D0,0,196.214171
3562,D0,1,6.608905
3563,D0,1,14.258361
3564,D0,1,0.899936
3565,D0,1,158.248121
3566,D0,0,11.474184
3567,D0,1,78.885015
3568,D0,0,131.89687
3569,D0,0,37.825435
3570,D0,0,47.106025
3571,D0,0,33.831969
3572,D0,1,56.52723
3573,D0,0,12.008521
3574,D0,0,195.679834
3575,D0,0,34.59129
3576,D0,0,8.352531
3577,D0,1,114.938701
3578,D0,0,20.726651
3579,D0,1,52.505641
3580,D0,1,43.59065
3581,D0,1,17.71749
3582,D0,0,89.487386
3583,D0,0,2.474824
3584,D0,1,1.827995
3585,D0,1,6.271429
3586,D0,0,4.724664
3587,D0,1,15.130174
3588,D0,1,54.136775
3589,D0,1,2.052979
3590,D0,1,16.676939
3591,D0,1,1.546765
3592,D0,1,9.224344
3593,D0,1,22.301539
3594,D0,0,18.139335
3595,D0,0,1.40615
3596,D0,0,50.255801
3597,D0,1,6.46829
3598,D0,0,77.141389
3599,D0,1,32.763295
3600,D0,0,28.769829
3601,D0,1,27.335556
3602,D0,0,116.569835
3603,D0,1,3.65599
3604,D0,1,15.973864
3605,D0,0,5.6246
3606,D0,0,24.326395
3607,D0,1,4.443434
3608,D0,1,10.68674
3609,D0,1,8.943114
3610,D0,0,80.009935
3611,D0,1,8.352531
3612,D0,1,14.005254
3613,D0,1,5.821461
3614,D0,1,11.671045
3615,D0,1,13.836516
3616,D0,0,18.786164
3617,D0,0,5.765215
3618,D0,1,5.990199
3619,D0,0,30.850931
3620,D0,1,20.614159
3621,D0,1,12.880334
3622,D0,1,4.134081
3623,D0,1,6.271429
3624,D0,1,1.265535
3625,D0,0,15.18642
3626,D0,1,15.327035
3627,D0,1,24.129534
3628,D0,0,29.304166
3629,D0,0,2.8123
3630,D0,1,140.33377
3631,D0,1,9.083729
3632,D0,1,14.539591
3633,D0,1,3.177899
3634,D0,1,74.722811
3635,D0,0,56.470984
3636,D0,0,35.43498
3637,D0,1,84.65023
3638,D0,1,124.02243
3639,D0,0,108.329796
3640,D0,1,54.221144
3641,D0,1,217.587651
3642,D0,0,4.78091
3643,D0,1,45.418645
3644,D0,0,27.476171
3645,D0,0,72.051126
3646,D0,0,7.649456
3647,D0,1,68.676366
3648,D0,1,4.865279
3649,D0,0,2.587316
3650,D0,1,16.648816
3651,D0,1,4.837156
3652,D0,0,1.40615
3653,D0,1,0
3654,D0,1,5.06214
3655,D0,1,15.973864
3656,D0,1,4.837156
3657,D0,0,24.326395
3658,D0,1,4.415311
3659,D0,0,3.993466
3660,D0,0,4.134081
3661,D0,1,0.056246
3662,D0,0,18.84241
3663,D0,1,11.333569
3664,D0,0,4.302819
3665,D0,1,30.991546
3666,D0,0,34.394429
3667,D0,1,9.618066
3668,D0,1,2.952915
3669,D0,1,85.128321
3670,D0,0,31.441514
3671,D0,0,27.419925
3672,D0,0,51.127614
3673,D0,0,1.771749
3674,D0,0,4.584049
3675,D0,0,39.006601
3676,D0,1,19.320501
3677,D0,1,20.107945
3678,D0,1,37.68482
3679,D0,0,2.896669
3680,D0,0,96.602505
3681,D0,0,35.097504
3682,D0,1,0.787444
3683,D0,0,33.044525
3684,D0,0,1.912364
3685,D0,0,85.21269
3686,D0,0,0.703075
3687,D0,0,56.52723
3688,D0,1,190.39271
3689,D0,1,90.640429
3690,D0,1,6.833889
3691,D0,0,69.74504
3692,D0,1,2.671685
3693,D0,1,29.754134
3694,D0,1,32.425819
3695,D0,0,91.259135
3696,D0,0,21.514095
3697,D0,1,165.419486
3698,D0,0,44.378094
3699,D0,1,0.787444
3700,D0,0,8.099424
3701,D0,1,71.010575
3702,D0,1,10.883601
3703,D0,1,11.2492
3704,D0,0,47.190394
3705,D0,1,17.914351
3706,D0,1,5.90583
3707,D0,0,4.162204
3708,D0,1,18.504934
3709,D0,1,235.164526
3710,D0,1,101.158431
3711,D0,0,5.259001
3712,D0,1,7.958809
3713,D0,0,3.571621
3714,D0,0,224.562155
3715,D0,0,10.489879
3716,D0,1,3.318514
3717,D0,0,20.81102
3718,D0,0,10.911724
3719,D0,0,6.46829
3720,D0,1,80.291165
3721,D0,1,117.188541
3722,D0,1,26.15439
3723,D0,1,3.177899
3724,D0,1,19.489239
3725,D0,0,19.179886
3726,D0,0,20.586036
3727,D0,1,36.5599
3728,D0,0,54.83985
3729,D0,1,8.914991
3730,D0,1,31.441514
3731,D0,1,7.677579
3732,D0,1,4.415311
3733,D0,1,8.211916
3734,D0,0,57.708396
3735,D0,0,14.90519
3736,D0,1,43.253174
3737,D0,1,30.288471
3738,D0,1,71.910511
3739,D0,1,3.65599
3740,D0,1,82.822235
3741,D0,1,1.40615
3742,D0,1,17.380014
3743,D0,1,4.49968
3744,D0,1,2.052979
3745,D0,1,114.404364
3746,D0,1,25.451315
3747,D0,0,7.255734
3748,D0,1,215.478426
3749,D0,0,36.756761
3750,D0,1,29.585396
3751,D0,0,4.49968
3752,D0,0,6.18706
3753,D0,0,10.68674
3754,D0,0,26.379374
3755,D0,0,6.665151
3756,D0,0,132.45933
3757,D0,0,34.816274
3758,D0,0,173.012696
3759,D0,1,108.611026
3760,D0,1,79.784951
3761,D0,1,119.466504
3762,D0,0,6.271429
3763,D0,1,43.928126
3764,D0,0,45.981105
3765,D0,1,5.34337
3766,D0,0,0.787444
3767,D0,1,2.671685
3768,D0,1,7.452595
3769,D0,0,10.068034
3770,D0,1,6.383921
3771,D0,1,5.849584
3772,D0,1,0
3773,D0,0,41.115826
3774,D0,0,25.507561
3775,D0,0,47.021656
3776,D0,1,28.066754
3777,D0,0,22.414031
3778,D0,1,1.68738
3779,D0,1,123.881815
3780,D0,1,3.599744
3781,D0,0,2.24984
3782,D0,1,64.176686
3783,D0,1,20.670405
3784,D0,1,9.505574
3785,D0,0,0.56246
3786,D0,1,40.77835
3787,D0,1,4.78091
3788,D0,0,7.958809
3789,D0,1,16.817554
3790,D0,1,19.40487
3791,D0,0,46.740426
3792,D0,1,31.975851
3793,D0,0,12.233505
3794,D0,1,7.958809
3795,D0,0,14.286484
3796,D0,1,8.352531
3797,D0,0,11.333569
3798,D0,0,46.627934
3799,D0,1,71.854265
3800,D0,0,3.993466
3801,D0,1,94.577649
3802,D0,1,14.680206
3803,D0,1,240.817249
3804,D0,1,4.21845
3805,D0,0,5.680846
3806,D0,1,22.160924
3807,D0,1,4.162204
3808,D0,0,47.387255
3809,D0,1,3.431006
3810,D0,0,47.106025
3811,D0,1,7.227611
3812,D0,0,166.291299
3813,D0,1,10.12428
3814,D0,1,2.052979
3815,D0,1,3.09353
3816,D0,0,13.21781
3817,D0,1,2.052979
3818,D0,1,1.349904
3819,D0,0,7.818194
3820,D0,0,49.412111
3821,D0,1,13.583409
3822,D0,0,14.961436
3823,D0,1,19.40487
3824,D0,0,29.894749
3825,D0,1,12.570981
3826,D0,1,4.640295
3827,D0,1,40.159644
3828,D0,1,115.02307
3829,D0,1,5.483985
3830,D0,0,16.789431
3831,D0,1,8.943114
3832,D0,1,7.115119
3833,D0,0,39.569061
3834,D0,0,22.076555
3835,D0,0,71.657404
3836,D0,0,17.71749
3837,D0,1,26.71685
3838,D0,0,61.673739
3839,D0,1,5.483985
3840,D0,1,7.958809
3841,D0,1,58.49584
3842,D0,1,37.769189
3843,D0,0,2.53107
3844,D0,0,2.615439
3845,D0,1,210.556901
3846,D0,1,108.132935
3847,D0,0,8.352531
3848,D0,0,68.563874
3849,D0,1,5.821461
3850,D0,1,6.608905
3851,D0,0,17.520629
3852,D0,0,5.483985
3853,D0,1,23.90455
3854,D0,1,89.346771
3855,D0,1,2.165471
3856,D0,1,13.077195
3857,D0,0,16.255094
3858,D0,0,45.699875
3859,D0,0,82.625374
3860,D0,0,122.981879
3861,D0,0,30.513455
3862,D0,0,5.118386
3863,D0,0,1.349904
3864,D0,1,18.701795
3865,D0,0,7.452595
3866,D0,1,80.516149
3867,D0,0,10.68674
3868,D0,1,49.355865
3869,D0,1,8.914991
3870,D0,0,8.15567
3871,D0,1,25.395069
3872,D0,1,62.99552
3873,D0,0,34.169445
3874,D0,1,14.427099
3875,D0,1,20.332929
3876,D0,1,15.692634
3877,D0,0,23.848304
3878,D0,0,11.052339
3879,D0,1,4.443434
3880,D0,1,51.324475
3881,D0,0,38.950355
3882,D0,1,38.950355
3883,D0,1,32.144589
3884,D0,1,34.366306
