User Pseudo Id,Cohort,Test Group,Playtime
425,D0,1,5.90583
426,D0,0,3.318514
427,D0,1,18.054966
428,D0,1,60.46445
429,D0,1,10.602371
430,D0,0,9.786804
431,D0,0,35.913071
432,D0,0,30.513455
433,D0,0,97.811794
434,D0,1,2.109225
435,D0,1,9.786804
436,D0,0,39.315954
437,D0,1,92.187194
438,D0,1,104.983159
439,D0,0,0
440,D0,0,10.68674
441,D0,1,11.192954
442,D0,0,59.423899
443,D0,0,46.909164
444,D0,0,6.833889
445,D0,1,79.166245
446,D0,0,3.09353
447,D0,0,75.454009
448,D0,0,36.194301
449,D0,0,4.443434
450,D0,0,65.52659
451,D0,0,2.306086
452,D0,0,41.481425
453,D0,1,36.700515
454,D0,1,54.193021
455,D0,1,4.977771
456,D0,0,3.880974
457,D0,1,40.581489
458,D0,1,41.706409
459,D0,1,3.880974
460,D0,1,69.379441
461,D0,1,33.325755
462,D0,0,51.521336
463,D0,0,23.62332
464,D0,1,74.24472
465,D0,1,78.238186
466,D0,1,57.08969
467,D0,0,8.943114
468,D0,1,20.107945
469,D0,1,3.515375
470,D0,1,30.288471
471,D0,0,10.827355
472,D0,1,215.365934
473,D0,1,0
474,D0,1,3.037284
475,D0,0,2.8123
476,D0,1,1.349904
477,D0,1,13.639655
478,D0,0,4.78091
479,D0,1,2.868546
480,D0,0,22.442154
481,D0,1,9.364959
482,D0,0,29.388535
483,D0,1,29.472904
484,D0,0,6.046445
485,D0,1,3.459129
486,D0,1,69.74504
487,D0,0,37.741066
488,D0,1,44.631201
489,D0,0,115.501161
490,D0,1,5.90583
491,D0,1,6.693274
492,D0,0,7.508841
493,D0,0,72.332356
494,D0,0,20.614159
495,D0,1,23.482705
496,D0,0,7.536964
497,D0,0,69.266949
498,D0,1,4.865279
499,D0,0,14.0615
500,D0,0,7.508841
501,D0,0,27.476171
502,D0,0,3.93722
503,D0,0,7.255734
504,D0,0,12.036644
505,D0,0,8.774376
506,D0,0,50.6214
507,D0,1,1.912364
508,D0,1,7.87444
509,D0,1,1.040551
510,D0,1,2.052979
511,D0,0,41.62204
512,D0,0,129.000201
513,D0,0,38.52851
514,D0,0,16.930046
515,D0,0,94.155804
516,D0,0,9.646189
517,D0,0,2.024856
518,D0,0,3.177899
519,D0,1,3.37476
520,D0,0,38.331649
521,D0,1,25.788791
522,D0,0,158.89495
523,D0,0,174.278231
524,D0,0,87.46253
525,D0,1,1.265535
526,D0,0,2.671685
527,D0,1,5.399616
528,D0,0,3.740359
529,D0,1,6.833889
530,D0,1,4.021589
531,D0,1,37.769189
532,D0,0,11.867906
533,D0,0,51.886935
534,D0,0,6.833889
535,D0,1,61.448755
536,D0,0,1.68738
537,D0,0,88.109359
538,D0,1,1.96861
539,D0,1,139.293219
540,D0,0,24.663871
541,D0,1,112.351385
542,D0,1,1.181166
543,D0,1,4.555926
544,D0,0,90.696675
545,D0,1,234.770804
546,D0,0,79.813074
547,D0,1,5.483985
548,D0,0,57.005321
549,D0,0,6.327675
550,D0,1,6.102691
551,D0,0,17.914351
552,D0,0,1.546765
553,D0,1,134.624801
554,D0,1,46.318581
555,D0,0,10.771109
556,D0,0,110.382775
557,D0,0,39.878414
558,D0,0,52.111919
559,D0,1,75.144656
560,D0,0,31.582129
561,D0,1,31.835236
562,D0,1,59.817621
563,D0,1,19.489239
564,D0,1,4.724664
565,D0,1,106.02371
566,D0,0,150.598665
567,D0,0,132.45933
568,D0,0,145.199049
569,D0,0,14.62396
570,D0,1,12.880334
571,D0,1,62.658044
572,D0,0,8.4369
573,D0,0,5.849584
574,D0,1,0.506214
575,D0,1,9.983665
576,D0,0,2.8123
577,D0,0,19.208009
578,D0,0,61.926846
579,D0,0,21.37348
580,D0,0,35.913071
581,D0,1,6.46829
582,D0,1,175.965611
583,D0,1,0
584,D0,1,2.868546
585,D0,1,82.316021
586,D0,0,4.077835
587,D0,1,0.646829
588,D0,0,69.379441
589,D0,1,7.818194
590,D0,0,52.955609
591,D0,1,27.701155
592,D0,0,24.101411
593,D0,0,43.365666
594,D0,1,6.946381
595,D0,0,161.791619
596,D0,1,12.739719
597,D0,0,62.854905
598,D0,0,42.381361
599,D0,1,28.066754
600,D0,1,6.833889
601,D0,0,2.756054
602,D0,1,8.774376
603,D0,0,4.640295
604,D0,1,40.722104
605,D0,1,4.555926
606,D0,0,57.427166
607,D0,0,14.202115
608,D0,1,86.421979
609,D0,0,6.552659
610,D0,1,10.068034
611,D0,1,3.571621
612,D0,0,43.506281
613,D0,0,1.462396
614,D0,0,51.127614
615,D0,0,1.40615
616,D0,0,37.909804
617,D0,1,29.24792
618,D0,1,45.756121
619,D0,1,119.100905
620,D0,0,7.368226
621,D0,0,26.71685
622,D0,1,6.271429
623,D0,1,63.55798
624,D0,0,27.701155
625,D0,0,55.036711
626,D0,0,54.502374
627,D0,1,2.446701
628,D0,1,7.733825
629,D0,0,11.81166
630,D0,0,19.96733
631,D0,1,76.353945
632,D0,1,176.753055
633,D0,1,26.098144
634,D0,1,80.375534
635,D0,0,32.538311
636,D0,1,58.861439
637,D0,1,3.599744
638,D0,0,27.701155
639,D0,0,35.856825
640,D0,0,72.641709
641,D0,1,19.742346
642,D0,1,35.913071
643,D0,1,11.952275
644,D0,0,3.571621
645,D0,1,4.837156
646,D0,0,29.163551
647,D0,0,35.772456
648,D0,1,3.515375
649,D0,1,4.021589
650,D0,1,30.429086
651,D0,0,1.631134
652,D0,1,13.78027
653,D0,0,73.907244
654,D0,0,7.733825
655,D0,0,83.159711
656,D0,1,13.161564
657,D0,0,86.984439
658,D0,0,5.765215
659,D0,0,6.974504
660,D0,0,11.024216
661,D0,1,42.606345
662,D0,0,25.113839
663,D0,1,38.022296
664,D0,0,7.958809
665,D0,0,91.39975
666,D0,0,5.06214
667,D0,0,181.67458
668,D0,0,49.130881
669,D0,1,67.073355
670,D0,0,4.21845
671,D0,1,107.486106
672,D0,0,12.09289
673,D0,1,7.649456
674,D0,1,144.608466
675,D0,0,42.409484
676,D0,1,207.210264
677,D0,1,10.602371
678,D0,0,113.954396
679,D0,1,2.727931
680,D0,0,44.799939
681,D0,1,4.134081
682,D0,0,14.961436
683,D0,0,10.883601
684,D0,0,16.958169
685,D0,0,17.295645
686,D0,1,3.234145
687,D0,1,30.738439
688,D0,1,15.833249
689,D0,1,9.139975
690,D0,0,80.206796
691,D0,0,46.909164
692,D0,0,11.446061
693,D0,1,1.884241
694,D0,1,30.794685
695,D0,1,8.015055
696,D0,0,18.926779
697,D0,0,49.130881
698,D0,0,19.629854
699,D0,0,14.427099
700,D0,1,0
701,D0,1,19.039271
702,D0,1,26.379374
703,D0,0,2.193594
704,D0,1,9.505574
705,D0,1,44.096864
706,D0,0,11.024216
707,D0,1,22.076555
708,D0,1,10.742986
709,D0,0,31.413391
710,D0,0,4.162204
711,D0,1,19.601731
712,D0,1,1.321781
713,D0,1,0.56246
714,D0,0,16.086356
715,D0,0,7.31198
716,D0,0,56.611599
717,D0,0,4.865279
718,D0,1,4.415311
719,D0,0,0
720,D0,0,108.55478
721,D0,1,62.011215
722,D0,1,26.632481
723,D0,0,4.921525
724,D0,0,64.317301
725,D0,1,1.265535
726,D0,1,17.492506
727,D0,0,10.208649
728,D0,0,83.103465
729,D0,0,60.520696
730,D0,0,4.724664
731,D0,0,5.990199
732,D0,1,1.743626
733,D0,1,33.606985
734,D0,0,12.177259
735,D0,1,5.146509
736,D0,0,145.95837
737,D0,1,6.412044
738,D0,1,16.255094
739,D0,0,47.724731
740,D0,1,8.071301
741,D0,1,54.136775
742,D0,1,49.074635
743,D0,1,22.273416
744,D0,1,2.756054
745,D0,0,4.359065
746,D0,0,7.818194
747,D0,1,27.138695
748,D0,0,11.614799
749,D0,1,16.255094
750,D0,1,5.259001
751,D0,0,5.849584
752,D0,1,11.586676
753,D0,1,37.881681
754,D0,1,17.773736
755,D0,0,69.74504
756,D0,0,6.327675
757,D0,1,2.896669
758,D0,0,2.334209
759,D0,0,5.427739
760,D0,0,9.055606
761,D0,0,3.09353
762,D0,0,0.337476
763,D0,0,53.855545
764,D0,1,0
765,D0,0,1.462396
766,D0,1,5.399616
767,D0,0,25.113839
768,D0,1,2.671685
769,D0,0,6.552659
770,D0,0,42.128254
771,D0,1,12.008521
772,D0,0,25.676299
773,D0,0,0.787444
774,D0,0,16.536324
775,D0,1,77.535111
776,D0,1,4.274696
777,D0,1,4.443434
778,D0,0,18.504934
779,D0,1,23.960796
780,D0,1,5.259001
781,D0,0,2.024856
782,D0,0,6.946381
783,D0,0,11.108585
784,D0,0,14.764575
785,D0,1,33.972584
786,D0,1,38.725371
787,D0,1,175.993734
788,D0,0,57.314674
789,D0,0,15.045805
790,D0,0,61.111279
791,D0,1,5.821461
792,D0,1,0
793,D0,0,12.289751
794,D0,1,43.731265
795,D0,0,25.085716
796,D0,0,7.171365
797,D0,0,16.114479
798,D0,1,2.306086
799,D0,1,20.304806
800,D0,1,38.80974
801,D0,0,17.239399
802,D0,1,46.487319
803,D0,1,0
804,D0,0,6.974504
805,D0,0,5.708969
806,D0,0,6.608905
807,D0,0,15.945741
808,D0,0,17.99872
809,D0,0,3.234145
810,D0,0,50.396416
811,D0,0,44.349971
812,D0,0,82.175406
813,D0,1,177.399884
814,D0,0,1.96861
815,D0,0,77.113266
816,D0,1,3.65599
817,D0,1,8.633761
818,D0,1,6.552659
819,D0,1,16.508201
820,D0,0,33.803846
821,D0,1,7.508841
822,D0,1,3.740359
823,D0,0,27.504294
824,D0,0,26.660604
825,D0,0,20.332929
826,D0,0,13.555286
827,D0,1,4.359065
828,D0,0,89.487386
829,D0,0,3.740359
830,D0,0,4.724664
831,D0,0,45.924859
832,D0,1,3.796605
833,D0,1,2.024856
834,D0,0,6.665151
835,D0,0,8.296285
836,D0,1,15.46765
837,D0,1,66.567141
838,D0,1,45.55926
839,D0,1,0.337476
840,D0,0,50.986999
841,D0,0,24.663871
842,D0,1,57.286551
843,D0,1,29.107305
844,D0,1,134.484186
845,D0,0,7.086996
846,D0,0,151.076756
847,D0,1,5.06214
848,D0,1,22.4984
849,D0,1,5.821461
850,D0,1,23.06086
851,D0,1,65.582836
852,D0,1,17.520629
853,D0,0,24.270149
854,D0,1,3.037284
855,D0,1,14.286484
856,D0,1,38.80974
857,D0,1,52.674379
858,D0,0,31.132161
859,D0,0,30.850931
860,D0,0,44.43434
861,D0,0,4.78091
862,D0,0,54.55862
863,D0,1,15.130174
864,D0,0,82.765989
865,D0,1,0
866,D0,1,30.37284
867,D0,1,224.787139
868,D0,1,32.960156
869,D0,1,84.734599
870,D0,1,2.8123
871,D0,0,62.854905
872,D0,0,57.65215
873,D0,0,36.644269
874,D0,0,20.164191
875,D0,1,2.052979
876,D0,1,6.974504
877,D0,1,7.87444
878,D0,0,15.523896
879,D0,1,140.193155
880,D0,1,185.808661
881,D0,1,149.811221
882,D0,1,47.302886
883,D0,0,4.78091
884,D0,1,4.921525
885,D0,0,30.175979
886,D0,1,43.112559
887,D0,0,6.130814
888,D0,1,28.40423
889,D0,1,19.067394
890,D0,0,9.055606
891,D0,0,2.474824
892,D0,1,77.000774
893,D0,0,18.926779
894,D0,0,106.02371
895,D0,1,0
896,D0,1,22.639015
897,D0,1,26.43562
898,D0,0,36.84113
899,D0,0,3.149776
900,D0,0,17.211276
901,D0,0,11.2492
902,D0,0,5.90583
903,D0,0,94.352665
904,D0,0,16.733185
905,D0,0,1.40615
906,D0,1,192.08009
907,D0,1,15.045805
908,D0,1,4.415311
909,D0,1,68.62012
910,D0,1,2.671685
911,D0,0,16.31134
912,D0,1,4.21845
913,D0,0,118.622814
914,D0,1,3.009161
915,D0,0,91.259135
916,D0,0,5.287124
917,D0,1,3.712236
918,D0,0,0
919,D0,1,8.943114
920,D0,1,21.710956
921,D0,0,23.960796
922,D0,1,1.771749
923,D0,1,18.364319
924,D0,0,7.368226
925,D0,1,141.374321
926,D0,0,14.483345
927,D0,0,8.943114
928,D0,0,16.676939
929,D0,0,40.637735
930,D0,0,52.674379
931,D0,1,0.084369
932,D0,0,15.552019
933,D0,0,3.515375
934,D0,0,119.382135
935,D0,0,3.290391
936,D0,1,2.193594
937,D0,1,3.93722
938,D0,0,31.77899
939,D0,0,30.288471
940,D0,1,21.598464
941,D0,1,3.177899
942,D0,0,3.93722
943,D0,1,44.912431
944,D0,0,27.982385
945,D0,0,1.490519
946,D0,1,21.514095
947,D0,0,8.802499
948,D0,0,6.74952
949,D0,0,3.571621
950,D0,0,4.274696
951,D0,1,9.336836
952,D0,1,8.071301
953,D0,1,24.18578
954,D0,1,4.724664
955,D0,0,10.264895
956,D0,1,6.18706
957,D0,0,3.09353
958,D0,0,103.267656
959,D0,0,32.34145
960,D0,1,13.78027
961,D0,0,13.724024
962,D0,1,26.070021
963,D0,0,31.300899
964,D0,0,12.739719
965,D0,0,5.90583
966,D0,0,4.921525
967,D0,1,14.427099
968,D0,0,87.828129
969,D0,1,28.826075
970,D0,1,232.211611
971,D0,1,8.015055
972,D0,0,4.584049
973,D0,0,8.493146
974,D0,1,3.796605
975,D0,0,17.239399
976,D0,1,30.429086
977,D0,0,125.934794
978,D0,1,1.631134
979,D0,0,8.4369
980,D0,1,52.646256
981,D0,1,29.163551
982,D0,0,49.412111
983,D0,0,21.457849
984,D0,1,3.037284
985,D0,1,1.743626
986,D0,0,83.328449
987,D0,1,124.247414
988,D0,0,38.106665
989,D0,0,32.90391
990,D0,1,2.952915
991,D0,1,7.87444
992,D0,1,49.918325
993,D0,0,2.474824
994,D0,1,2.756054
995,D0,0,4.077835
996,D0,0,9.336836
997,D0,1,4.921525
998,D0,0,22.357785
999,D0,1,51.043245
1000,D0,1,35.294365
1001,D0,1,1.490519
1002,D0,1,3.234145
1003,D0,0,40.440874
1004,D0,1,8.071301
1005,D0,1,6.890135
1006,D0,0,152.482906
1007,D0,0,6.243306
1008,D0,1,6.412044
1009,D0,0,12.570981
1010,D0,1,64.96413
1011,D0,0,7.733825
1012,D0,1,10.180526
1013,D0,0,105.46125
1014,D0,1,11.586676
1015,D0,1,195.595465
1016,D0,0,6.74952
1017,D0,0,132.656191
1018,D0,0,29.332289
1019,D0,0,4.134081
1020,D0,1,109.6797
1021,D0,0,45.503014
1022,D0,0,14.398976
1023,D0,1,14.848944
1024,D0,0,37.600451
1025,D0,1,3.09353
1026,D0,0,5.765215
1027,D0,0,47.949715
1028,D0,0,13.78027
1029,D0,1,2.587316
1030,D0,0,135.412245
1031,D0,0,92.018456
1032,D0,0,4.724664
1033,D0,1,29.163551
1034,D0,0,6.833889
1035,D0,1,18.898656
1036,D0,1,24.101411
1037,D0,1,44.209356
1038,D0,0,13.836516
1039,D0,0,87.546899
1040,D0,0,2.446701
1041,D0,1,9.055606
1042,D0,0,63.136135
1043,D0,1,3.599744
1044,D0,1,4.696541
1045,D0,0,6.74952
1046,D0,0,39.990906
1047,D0,1,25.3107
1048,D0,0,4.021589
1049,D0,0,66.426526
1050,D0,1,55.177326
1051,D0,1,8.380654
1052,D0,0,48.230945
1053,D0,1,7.452595
1054,D0,1,2.052979
1055,D0,0,5.287124
1056,D0,0,53.349331
1057,D0,0,0.28123
1058,D0,0,60.689434
1059,D0,0,52.083796
1060,D0,0,62.43306
1061,D0,0,2.474824
1062,D0,1,93.790205
1063,D0,1,32.90391
1064,D0,0,116.626081
1065,D0,1,28.460476
1066,D0,0,17.014415
1067,D0,0,4.977771
1068,D0,0,63.979825
1069,D0,1,12.711596
1070,D0,0,3.37476
1071,D0,1,58.580209
1072,D0,0,25.676299
1073,D0,1,6.890135
1074,D0,0,5.259001
1075,D0,1,152.42666
1076,D0,1,5.259001
1077,D0,1,17.773736
1078,D0,1,17.99872
1079,D0,1,26.43562
1080,D0,1,17.914351
1081,D0,1,6.805766
1082,D0,0,52.927486
1083,D0,1,11.53043
1084,D0,0,27.982385
1085,D0,0,61.926846
1086,D0,0,74.104105
1087,D0,1,3.712236
1088,D0,0,237.217505
1089,D0,1,26.238759
1090,D0,0,1.490519
1091,D0,0,130.293859
1092,D0,1,7.368226
1093,D0,1,19.461116
1094,D0,1,14.145869
1095,D0,0,79.728705
1096,D0,1,5.540231
1097,D0,0,40.159644
1098,D0,0,3.431006
1099,D0,0,182.096425
1100,D0,0,108.470411
1101,D0,1,1.349904
1102,D0,0,79.109999
1103,D0,0,3.09353
1104,D0,0,3.571621
1105,D0,0,70.954329
1106,D0,0,93.283991
1107,D0,0,1.603011
1108,D0,1,136.95901
1109,D0,1,34.113199
1110,D0,0,37.262975
1111,D0,0,35.772456
1112,D0,1,40.722104
1113,D0,0,20.332929
1114,D0,1,2.868546
1115,D0,0,1.40615
1116,D0,0,4.921525
1117,D0,1,10.96797
1118,D0,1,8.521269
1119,D0,0,40.412751
1120,D0,0,12.992826
1121,D0,1,29.24792
1122,D0,0,152.061061
1123,D0,0,65.329729
1124,D0,1,13.302179
1125,D0,1,4.921525
1126,D0,1,58.636455
1127,D0,1,24.804486
1128,D0,1,13.133441
1129,D0,0,47.584116
1130,D0,1,0
1131,D0,0,7.930686
1132,D0,0,31.77899
1133,D0,1,18.898656
1134,D0,1,3.177899
1135,D0,0,18.139335
1136,D0,0,3.149776
1137,D0,0,30.569701
1138,D0,0,4.921525
1139,D0,0,23.848304
1140,D0,0,1.462396
1141,D0,1,13.414671
1142,D0,1,2.8123
1143,D0,0,56.442861
1144,D0,0,5.6246
1145,D0,0,31.019669
1146,D0,0,54.980465
1147,D0,1,11.727291
1148,D0,0,3.796605
1149,D0,1,5.680846
1150,D0,0,214.072276
1151,D0,1,28.910444
1152,D0,1,24.242026
1153,D0,1,152.932874
